film_code,cinema_code,total_sales,tickets_sold,tickets_out,show_time,occu_perc,ticket_price,ticket_use,capacity,date,month,quarter,day,year
1494,492,570000,22,0,1,10.58,25909.090909090908,22,207.93950850661625,2018-02-06,6,2,2,2018
1494,461,900000,18,0,4,5.63,50000.0,18,319.7158081705151,2018-02-06,6,2,2,2018
1494,452,9060000,80,0,3,23.88,113250.0,80,335.00837520938023,2018-02-06,6,2,2,2018
1494,210,9640000,132,0,4,47.83,73030.30303030302,132,275.9774200292703,2018-02-06,6,2,2,2018
1494,72,10440000,111,0,10,12.83,94054.05405405404,111,865.1597817614964,2018-02-06,6,2,2,2018
1494,33,6750000,135,0,6,6.25,50000.0,135,2160.0,2018-02-06,6,2,2,2018
1494,89,10640000,126,0,6,13.13,84444.44444444444,126,959.6344249809596,2018-02-06,6,2,2,2018
1494,71,13040000,132,2,4,9.04,98787.87878787878,130,1460.1769911504427,2018-02-06,6,2,2,2018
1494,518,13560000,181,1,5,39.26,74917.1270718232,180,461.0290371879776,2018-02-06,6,2,2,2018
1494,513,13740000,229,0,3,30.78,60000.0,229,743.9896036387264,2018-02-06,6,2,2,2018
1494,485,14230000,142,0,4,40.34,100211.2676056338,142,352.0079325731284,2018-02-06,6,2,2,2018
1494,450,17370000,159,0,5,16.0,109245.28301886792,159,993.75,2018-02-06,6,2,2,2018
1494,352,17760000,222,0,5,19.22,80000.0,222,1155.0468262226848,2018-02-06,6,2,2,2018
1494,524,17840000,223,0,6,22.73,80000.0,223,981.0822701275846,2018-02-06,6,2,2,2018
1494,48,11600000,189,0,14,5.22,61375.66137566137,189,3620.6896551724144,2018-02-06,6,2,2,2018
1494,57,1500000,30,0,3,4.81,50000.0,30,623.7006237006237,2018-02-06,6,2,2,2018
1494,415,1470000,21,0,1,6.25,70000.0,21,336.0,2018-02-06,6,2,2,2018
1494,162,1440000,28,0,4,0.72,51428.57142857143,28,3888.888888888889,2018-02-06,6,2,2,2018
1497,70,15040000,204,0,16,3.49,73725.49019607843,204,5845.2722063037245,2018-02-06,6,2,2,2018
1494,185,8920000,223,0,10,5.99,40000.0,223,3722.871452420701,2018-02-06,6,2,2,2018
1497,450,13510000,130,1,5,20.0,103923.07692307692,129,650.0,2018-02-06,6,2,2,2018
1496,33,4250000,85,0,6,4.05,50000.0,85,2098.7654320987654,2018-02-06,6,2,2,2018
1494,262,7550000,155,0,3,16.15,48709.67741935484,155,959.7523219814242,2018-02-06,6,2,2,2018
1497,247,3120000,57,0,2,10.33,54736.84210526316,57,551.7909002904163,2018-02-06,6,2,2,2018
1497,456,3120000,80,0,2,41.03,39000.0,80,194.9792834511333,2018-02-06,6,2,2,2018
1497,291,3060000,51,0,7,4.29,60000.0,51,1188.811188811189,2018-02-06,6,2,2,2018
1497,431,2680000,40,0,8,5.51,67000.0,40,725.9528130671507,2018-02-06,6,2,2,2018
1497,34,2500000,45,0,3,6.52,55555.55555555556,45,690.1840490797547,2018-02-06,6,2,2,2018
1497,380,2490000,44,0,3,14.67,56590.90909090909,44,299.931833674165,2018-02-06,6,2,2,2018
1497,528,2320000,20,0,3,3.57,116000.0,20,560.2240896358544,2018-02-06,6,2,2,2018
1497,164,2030000,29,0,3,21.97,70000.0,29,131.99817933545745,2018-02-06,6,2,2,2018
1497,144,2000000,50,0,6,2.16,40000.0,50,2314.8148148148143,2018-02-06,6,2,2,2018
1497,160,1880000,35,0,3,1.72,53714.28571428572,35,2034.8837209302324,2018-02-06,6,2,2,2018
1497,445,1860000,31,0,5,6.61,60000.0,31,468.9863842662632,2018-02-06,6,2,2,2018
1497,266,1830000,15,0,3,3.07,122000.0,15,488.599348534202,2018-02-06,6,2,2,2018
1497,167,1830000,36,0,12,0.8,50833.333333333336,36,4500.0,2018-02-06,6,2,2,2018
1494,489,30000000,376,0,18,37.3,79787.23404255319,376,1008.0428954423594,2018-02-06,6,2,2,2018
1494,163,28740000,261,7,5,32.22,110114.94252873564,254,810.0558659217878,2018-02-06,6,2,2,2018
1494,344,21560000,185,0,4,17.52,116540.54054054056,185,1055.9360730593608,2018-02-06,6,2,2,2018
1494,35,19100000,382,0,4,57.88,50000.0,382,659.9861782999309,2018-02-06,6,2,2,2018
1494,474,7680000,93,3,2,37.05,82580.64516129032,90,251.01214574898788,2018-02-06,6,2,2,2018
1494,432,905000,19,0,4,1.56,47631.57894736842,19,1217.9487179487178,2018-02-06,6,2,2,2018
1497,71,12880000,98,0,3,8.95,131428.57142857142,98,1094.9720670391064,2018-02-06,6,2,2,2018
1497,485,11540000,117,0,3,38.24,98632.47863247864,117,305.9623430962343,2018-02-06,6,2,2,2018
1502,262,250000,5,0,3,1.04,50000.0,5,480.7692307692308,2018-02-06,6,2,2,2018
1502,417,100000,2,0,3,0.27,50000.0,2,740.7407407407406,2018-02-06,6,2,2,2018
1485,154,420000,12,0,4,1.0,35000.0,12,1200.0,2018-02-06,6,2,2,2018
1485,359,390000,13,0,2,3.1,30000.0,13,419.3548387096774,2018-02-06,6,2,2,2018
1485,529,300000,5,0,1,10.64,60000.0,5,46.99248120300752,2018-02-06,6,2,2,2018
1485,82,280000,7,0,6,0.39,40000.0,7,1794.871794871795,2018-02-06,6,2,2,2018
1485,339,120000,2,0,3,0.22,60000.0,2,909.0909090909092,2018-02-06,6,2,2,2018
1497,448,64250000,600,0,9,27.3,107083.33333333331,600,2197.802197802198,2018-02-06,6,2,2,2018
1502,249,200000,10,0,2,1.63,20000.0,10,613.4969325153374,2018-02-06,6,2,2,2018
1497,442,5760000,117,0,2,26.47,49230.769230769234,117,442.00982244049874,2018-02-06,6,2,2,2018
1497,522,5520000,69,0,4,18.6,80000.0,69,370.96774193548384,2018-02-06,6,2,2,2018
1497,51,5400000,108,0,3,6.2,50000.0,108,1741.9354838709676,2018-02-06,6,2,2,2018
1494,466,690000,14,0,3,2.73,49285.71428571428,14,512.8205128205128,2018-02-06,6,2,2,2018
1494,43,760000,17,0,3,2.18,44705.882352941175,17,779.8165137614678,2018-02-06,6,2,2,2018
1494,222,800000,15,0,4,3.38,53333.333333333336,15,443.7869822485207,2018-02-06,6,2,2,2018
1494,516,840000,21,0,1,17.95,40000.0,21,116.991643454039,2018-02-06,6,2,2,2018
1494,142,850000,11,0,4,7.64,77272.72727272728,11,143.97905759162305,2018-02-06,6,2,2,2018
1497,474,5800000,95,0,3,34.67,61052.63157894737,95,274.0121142197865,2018-02-06,6,2,2,2018
1497,344,12260000,99,0,3,12.41,123838.38383838384,99,797.7437550362611,2018-02-06,6,2,2,2018
1502,396,300000,6,0,3,1.43,50000.0,6,419.5804195804196,2018-02-06,6,2,2,2018
1502,522,480000,6,0,3,2.05,80000.0,6,292.68292682926835,2018-02-06,6,2,2,2018
1497,210,11040000,164,0,5,11.18,67317.0731707317,164,1466.9051878354203,2018-02-06,6,2,2,2018
1497,98,10800000,216,0,6,8.18,50000.0,216,2640.5867970660147,2018-02-06,6,2,2,2018
1497,89,10460000,108,0,5,17.42,96851.85185185184,108,619.9770378874856,2018-02-06,6,2,2,2018
1497,529,8280000,88,0,4,14.06,94090.90909090907,88,625.8890469416784,2018-02-06,6,2,2,2018
1497,352,8160000,103,0,3,22.39,79223.30097087378,103,460.02679767753455,2018-02-06,6,2,2,2018
1497,518,7980000,102,0,5,23.08,78235.29411764706,102,441.9410745233969,2018-02-06,6,2,2,2018
1497,73,6730000,84,0,3,20.84,80119.04761904762,84,403.0710172744722,2018-02-06,6,2,2,2018
1497,221,6080000,125,0,2,12.48,48640.0,125,1001.602564102564,2018-02-06,6,2,2,2018
1497,180,5960000,90,0,6,8.2,66222.22222222222,90,1097.5609756097565,2018-02-06,6,2,2,2018
1497,524,15440000,193,0,5,29.47,80000.0,193,654.903291482864,2018-02-06,6,2,2,2018
1497,163,16800000,172,0,5,27.83,97674.41860465116,172,618.0380883938196,2018-02-06,6,2,2,2018
1497,489,17680000,221,0,13,31.71,80000.0,221,696.9410280668559,2018-02-06,6,2,2,2018
1497,304,46640000,423,0,7,35.55,110260.04728132387,423,1189.8734177215192,2018-02-06,6,2,2,2018
1502,172,640000,16,0,2,5.16,40000.0,16,310.07751937984494,2018-02-06,6,2,2,2018
1502,196,560000,7,0,2,2.8,80000.0,7,250.0,2018-02-06,6,2,2,2018
1502,71,560000,7,0,1,2.93,80000.0,7,238.9078498293516,2018-02-06,6,2,2,2018
1502,464,480000,6,0,1,1.69,80000.0,6,355.0295857988166,2018-02-06,6,2,2,2018
1502,304,450000,3,0,1,2.04,150000.0,3,147.05882352941174,2018-02-06,6,2,2,2018
1484,277,3040000,38,0,2,5.21,80000.0,38,729.3666026871401,2018-02-06,6,2,2,2018
1497,452,9320000,99,0,4,18.68,94141.41414141416,99,529.9785867237688,2018-02-06,6,2,2,2018
1484,471,3000000,40,0,2,5.71,75000.0,40,700.5253940455342,2018-02-06,6,2,2,2018
1493,390,22640000,288,3,4,48.94,78611.11111111111,285,588.4756845116469,2018-02-06,6,2,2,2018
1493,221,9400000,135,0,3,8.98,69629.62962962964,135,1503.340757238307,2018-02-06,6,2,2,2018
1493,250,9080000,161,0,6,5.68,56397.51552795031,161,2834.5070422535214,2018-02-06,6,2,2,2018
1493,442,8960000,115,0,2,27.64,77913.04347826086,115,416.0636758321273,2018-02-06,6,2,2,2018
1493,396,8700000,159,0,6,8.55,54716.981132075474,159,1859.6491228070167,2018-02-06,6,2,2,2018
1493,142,8500000,97,7,4,8.25,87628.86597938144,90,1175.7575757575758,2018-02-06,6,2,2,2018
1482,191,1100000,22,0,3,1.39,50000.0,22,1582.7338129496404,2018-02-06,6,2,2,2018
1482,390,1040000,20,0,2,20.63,52000.0,20,96.94619486185168,2018-02-06,6,2,2,2018
1482,115,950000,19,0,1,6.57,50000.0,19,289.19330289193306,2018-02-06,6,2,2,2018
1482,194,600000,12,0,1,4.56,50000.0,12,263.15789473684214,2018-02-06,6,2,2,2018
1482,204,560000,16,0,6,0.87,35000.0,16,1839.0804597701149,2018-02-06,6,2,2,2018
1493,238,9120000,199,0,5,16.45,45829.14572864322,199,1209.7264437689971,2018-02-06,6,2,2,2018
1493,513,22140000,369,0,4,38.24,60000.0,369,964.9581589958158,2018-02-06,6,2,2,2018
1484,175,3000000,50,0,6,1.76,60000.0,50,2840.909090909091,2018-02-06,6,2,2,2018
1493,344,21370000,183,0,4,17.22,116775.956284153,183,1062.7177700348434,2018-02-06,6,2,2,2018
1493,352,20800000,261,0,7,12.22,79693.48659003832,261,2135.842880523732,2018-02-06,6,2,2,2018
1483,380,1480000,19,0,1,11.18,77894.73684210527,19,169.94633273703042,2018-02-06,6,2,2,2018
1493,166,9485000,195,0,6,13.68,48641.02564102564,195,1425.438596491228,2018-02-06,6,2,2,2018
1483,415,1540000,22,0,1,6.55,70000.0,22,335.87786259541986,2018-02-06,6,2,2,2018
1493,195,10120000,154,0,8,5.66,65714.28571428571,154,2720.8480565371024,2018-02-06,6,2,2,2018
1493,291,10320000,172,0,7,14.04,60000.0,172,1225.0712250712252,2018-02-06,6,2,2,2018
1471,210,880000,13,0,3,7.78,67692.30769230769,13,167.09511568123392,2018-02-06,6,2,2,2018
1471,442,200000,5,0,1,2.26,40000.0,5,221.23893805309737,2018-02-06,6,2,2,2018
1471,518,120000,2,0,2,1.82,60000.0,2,109.89010989010988,2018-02-06,6,2,2,2018
1483,513,11160000,186,0,2,37.5,60000.0,186,496.0,2018-02-06,6,2,2,2018
1483,73,8400000,70,0,1,33.82,120000.0,70,206.97811945594324,2018-02-06,6,2,2,2018
1483,489,7600000,95,0,7,26.32,80000.0,95,360.9422492401216,2018-02-06,6,2,2,2018
1483,524,7040000,88,0,3,57.52,80000.0,88,152.99026425591097,2018-02-06,6,2,2,2018
1502,524,1120000,14,0,3,15.56,80000.0,14,89.97429305912597,2018-02-06,6,2,2,2018
1492,43,320000,8,0,3,0.59,40000.0,8,1355.9322033898306,2018-02-06,6,2,2,2018
1492,537,650000,13,0,1,5.53,50000.0,13,235.08137432188065,2018-02-06,6,2,2,2018
1492,489,3760000,47,0,3,37.3,80000.0,47,126.00536193029492,2018-02-06,6,2,2,2018
1492,474,800000,20,0,1,86.96,40000.0,20,22.99908003679853,2018-02-06,6,2,2,2018
1493,485,14410000,134,0,4,23.43,107537.3134328358,134,571.9163465642339,2018-02-06,6,2,2,2018
1493,262,13000000,260,0,6,27.25,50000.0,260,954.1284403669724,2018-02-06,6,2,2,2018
1493,72,12720000,149,0,6,6.54,85369.12751677852,149,2278.2874617737,2018-02-06,6,2,2,2018
1493,52,11600000,220,0,7,7.36,52727.27272727273,220,2989.1304347826085,2018-02-06,6,2,2,2018
1493,417,11010000,148,0,5,8.57,74391.8918918919,148,1726.954492415403,2018-02-06,6,2,2,2018
1493,210,10200000,149,0,3,12.08,68456.37583892618,149,1233.4437086092714,2018-02-06,6,2,2,2018
1471,73,910000,13,0,3,4.42,70000.0,13,294.11764705882354,2018-02-06,6,2,2,2018
1483,254,2170000,31,0,6,2.09,70000.0,31,1483.2535885167465,2018-02-06,6,2,2,2018
1483,250,2240000,34,0,4,1.8,65882.35294117648,34,1888.888888888889,2018-02-06,6,2,2,2018
1485,307,1920000,48,0,4,10.39,40000.0,48,461.9826756496631,2018-02-06,6,2,2,2018
1485,474,1840000,23,0,1,100.0,80000.0,23,23.0,2018-02-06,6,2,2,2018
1485,528,1800000,18,0,1,13.43,100000.0,18,134.02829486224869,2018-02-06,6,2,2,2018
1493,115,6450000,129,0,2,22.32,50000.0,129,577.9569892473118,2018-02-06,6,2,2,2018
1493,380,6400000,95,0,4,4.99,67368.42105263157,95,1903.807615230461,2018-02-06,6,2,2,2018
1493,522,6080000,76,1,5,17.67,80000.0,75,430.1075268817204,2018-02-06,6,2,2,2018
1493,452,25790000,276,0,4,35.38,93442.02898550723,276,780.1017524024873,2018-02-06,6,2,2,2018
1493,518,25820000,372,0,10,20.28,69408.60215053764,372,1834.319526627219,2018-02-06,6,2,2,2018
1492,304,5460000,56,0,3,12.7,97500.0,56,440.9448818897638,2018-02-06,6,2,2,2018
1492,344,4390000,48,0,3,14.72,91458.33333333331,48,326.0869565217391,2018-02-06,6,2,2,2018
1492,352,3200000,40,0,4,6.5,80000.0,40,615.3846153846155,2018-02-06,6,2,2,2018
1492,163,2580000,29,0,3,22.31,88965.5172413793,29,129.986553115195,2018-02-06,6,2,2,2018
1492,513,2460000,41,0,1,16.53,60000.0,41,248.03387779794312,2018-02-06,6,2,2,2018
1492,210,1520000,19,0,2,39.58,80000.0,19,48.00404244567964,2018-02-06,6,2,2,2018
1492,529,1320000,16,2,2,17.02,82500.0,14,94.00705052878966,2018-02-06,6,2,2,2018
1492,56,1200000,28,0,4,8.97,42857.142857142855,28,312.1516164994426,2018-02-06,6,2,2,2018
1492,169,1000000,10,0,2,4.83,100000.0,10,207.0393374741201,2018-02-06,6,2,2,2018
1485,522,2560000,32,4,4,9.38,80000.0,28,341.1513859275053,2018-02-06,6,2,2,2018
1483,172,2200000,55,0,2,30.56,40000.0,55,179.9738219895288,2018-02-06,6,2,2,2018
1482,338,120000,3,0,1,1.41,40000.0,3,212.7659574468085,2018-02-06,6,2,2,2018
1482,83,300000,6,0,4,1.04,50000.0,6,576.9230769230769,2018-02-06,6,2,2,2018
1483,222,1040000,13,0,2,6.37,80000.0,13,204.08163265306123,2018-02-06,6,2,2,2018
1483,426,960000,16,0,2,3.64,60000.0,16,439.56043956043953,2018-02-06,6,2,2,2018
1493,71,16290000,152,0,3,21.2,107171.05263157896,152,716.9811320754717,2018-02-06,6,2,2,2018
1493,474,16080000,232,0,3,36.65,69310.3448275862,232,633.0150068212824,2018-02-06,6,2,2,2018
1493,51,16500000,291,0,18,5.95,56701.030927835054,291,4890.756302521008,2018-02-06,6,2,2,2018
1493,35,16550000,331,0,7,28.31,50000.0,331,1169.198163193218,2018-02-06,6,2,2,2018
1493,182,17440000,275,0,4,12.1,63418.181818181816,275,2272.7272727272725,2018-02-06,6,2,2,2018
1493,73,17690000,189,0,7,10.27,93597.8835978836,189,1840.3115871470304,2018-02-06,6,2,2,2018
1483,528,840000,7,0,1,14.29,120000.0,7,48.9853044086774,2018-02-06,6,2,2,2018
1483,162,810000,25,0,4,5.43,32400.0,25,460.40515653775327,2018-02-06,6,2,2,2018
1483,477,700000,14,0,1,7.07,50000.0,14,198.01980198019805,2018-02-06,6,2,2,2018
1483,514,640000,8,0,2,3.44,80000.0,8,232.5581395348837,2018-02-06,6,2,2,2018
1483,196,640000,8,0,1,13.33,80000.0,8,60.01500375093774,2018-02-06,6,2,2,2018
1483,338,480000,12,0,1,4.88,40000.0,12,245.9016393442623,2018-02-06,6,2,2,2018
1493,34,19250000,264,11,7,8.38,72916.66666666667,253,3150.35799522673,2018-02-06,6,2,2,2018
1493,524,20560000,260,0,9,15.76,79076.92307692308,260,1649.7461928934013,2018-02-06,6,2,2,2018
1482,531,360000,6,0,1,4.26,60000.0,6,140.84507042253523,2018-02-06,6,2,2,2018
1482,324,210000,3,0,2,0.73,70000.0,3,410.958904109589,2018-02-06,6,2,2,2018
1492,201,980000,14,0,2,2.21,70000.0,14,633.4841628959276,2018-02-06,6,2,2,2018
1471,529,1140000,10,0,2,10.64,114000.0,10,93.98496240601504,2018-02-06,6,2,2,2018
1471,524,3440000,43,0,3,47.78,80000.0,43,89.99581414817915,2018-02-06,6,2,2,2018
1486,466,300000,5,0,3,0.97,60000.0,5,515.4639175257732,2018-02-06,6,2,2,2018
1486,291,660000,11,0,4,1.38,60000.0,11,797.1014492753624,2018-02-06,6,2,2,2018
1486,207,1700000,34,0,6,2.18,50000.0,34,1559.6330275229357,2018-02-06,6,2,2,2018
1486,431,2680000,38,0,6,24.36,70526.31578947368,38,155.99343185550083,2018-02-06,6,2,2,2018
1486,187,5600000,110,0,7,5.69,50909.09090909091,110,1933.216168717048,2018-02-06,6,2,2,2018
1493,259,5560000,128,0,3,13.42,43437.5,128,953.8002980625932,2018-02-06,6,2,2,2018
1493,248,5260000,76,0,2,5.51,69210.52631578948,76,1379.3103448275865,2018-02-06,6,2,2,2018
1493,222,4960000,68,0,5,2.88,72941.17647058824,68,2361.111111111111,2018-02-06,6,2,2,2018
1493,312,4960000,83,0,6,16.02,59759.03614457831,83,518.1023720349563,2018-02-06,6,2,2,2018
1493,223,4900000,82,0,14,2.68,59756.09756097561,82,3059.701492537313,2018-02-06,6,2,2,2018
1493,181,4900000,67,0,4,5.78,73134.32835820895,67,1159.1695501730103,2018-02-06,6,2,2,2018
1480,155,920000,20,0,4,2.55,46000.0,20,784.3137254901961,2018-02-06,6,2,2,2018
1480,466,150000,5,0,1,2.92,30000.0,5,171.23287671232876,2018-02-06,6,2,2,2018
1482,34,32300000,323,0,2,57.68,100000.0,323,559.9861303744799,2018-02-06,6,2,2,2018
1496,448,40620000,414,0,7,26.4,98115.9420289855,414,1568.1818181818182,2018-02-06,6,2,2,2018
1492,467,600000,12,0,2,1.5,50000.0,12,800.0,2018-02-06,6,2,2,2018
1492,266,560000,7,0,3,1.45,80000.0,7,482.7586206896552,2018-02-06,6,2,2,2018
1486,503,240000,3,0,2,3.03,80000.0,3,99.00990099009904,2018-02-06,6,2,2,2018
1492,450,560000,7,0,1,6.6,80000.0,7,106.06060606060606,2018-02-06,6,2,2,2018
1493,169,5650000,113,0,2,54.59,50000.0,113,206.9976186114673,2018-02-06,6,2,2,2018
1493,266,5870000,41,0,6,1.05,143170.73170731709,41,3904.7619047619046,2018-02-06,6,2,2,2018
1482,166,1750000,25,0,2,5.26,70000.0,25,475.2851711026616,2018-02-06,6,2,2,2018
1482,518,1680000,22,0,4,3.87,76363.63636363637,22,568.4754521963824,2018-02-06,6,2,2,2018
1482,162,1500000,50,0,1,43.48,30000.0,50,114.99540018399266,2018-02-06,6,2,2,2018
1482,163,2880000,37,0,3,21.51,77837.83783783784,37,172.01301720130172,2018-02-06,6,2,2,2018
1482,524,2960000,37,0,3,42.53,80000.0,37,86.99741359040677,2018-02-06,6,2,2,2018
1496,450,15770000,144,0,4,21.46,109513.88888888888,144,671.0158434296364,2018-02-06,6,2,2,2018
1496,344,18380000,172,0,4,16.29,106860.46511627908,172,1055.8624923265809,2018-02-06,6,2,2,2018
1496,210,9040000,141,0,4,37.7,64113.475177304965,141,374.0053050397877,2018-02-06,6,2,2,2018
1496,489,14480000,181,0,11,34.48,80000.0,181,524.9419953596288,2018-02-06,6,2,2,2018
1496,485,9070000,88,0,3,63.77,103068.18181818182,88,137.99592284773402,2018-02-06,6,2,2,2018
1496,71,9110000,71,0,2,14.85,128309.85915492958,71,478.1144781144781,2018-02-06,6,2,2,2018
1482,184,1440000,18,0,1,9.23,80000.0,18,195.01625135427952,2018-02-06,6,2,2,2018
1496,304,17120000,214,0,3,48.53,80000.0,214,440.9643519472491,2018-02-06,6,2,2,2018
1496,524,20880000,261,0,6,26.61,80000.0,261,980.8342728297632,2018-02-06,6,2,2,2018
1482,214,1175000,47,0,3,4.5,25000.0,47,1044.4444444444446,2018-02-06,6,2,2,2018
1493,165,4880000,67,0,5,5.33,72835.82089552238,67,1257.0356472795495,2018-02-06,6,2,2,2018
1482,513,1140000,19,0,1,8.09,60000.0,19,234.8578491965389,2018-02-06,6,2,2,2018
1493,254,5740000,136,0,6,9.18,42205.882352941175,136,1481.4814814814815,2018-02-06,6,2,2,2018
1471,163,3180000,30,0,3,23.08,106000.0,30,129.98266897746967,2018-02-06,6,2,2,2018
1492,532,385000,11,0,1,3.68,35000.0,11,298.9130434782608,2018-02-06,6,2,2,2018
1482,448,53680000,461,0,5,50.0,116442.51626898049,461,922.0,2018-02-06,6,2,2,2018
1502,163,1620000,18,0,3,15.65,90000.0,18,115.01597444089458,2018-02-06,6,2,2,2018
1502,344,1440000,19,0,4,3.2,75789.47368421052,19,593.75,2018-02-06,6,2,2,2018
1502,56,1400000,35,0,3,14.96,40000.0,35,233.95721925133688,2018-02-06,6,2,2,2018
1493,448,121275000,1176,0,14,27.67,103125.0,1176,4250.090350560174,2018-02-06,6,2,2,2018
1485,480,840000,24,0,1,21.82,35000.0,24,109.99083409715855,2018-02-06,6,2,2,2018
1485,365,840000,12,0,4,0.97,70000.0,12,1237.1134020618558,2018-02-06,6,2,2,2018
1483,344,5250000,35,0,1,13.31,150000.0,35,262.96018031555224,2018-02-06,6,2,2,2018
1485,390,1440000,18,0,2,28.57,80000.0,18,63.00315015750787,2018-02-06,6,2,2,2018
1485,115,1200000,24,0,1,8.3,50000.0,24,289.15662650602405,2018-02-06,6,2,2,2018
1493,183,26240000,328,0,7,9.97,80000.0,328,3289.869608826479,2018-02-06,6,2,2,2018
1493,450,26760000,222,4,5,17.89,120540.54054054056,218,1240.9167132476243,2018-02-06,6,2,2,2018
1493,89,27780000,237,0,6,8.83,117215.18987341772,237,2684.0317100792754,2018-02-06,6,2,2,2018
1493,489,37280000,479,0,12,27.25,77828.81002087683,479,1757.7981651376144,2018-02-06,6,2,2,2018
1483,448,33040000,314,0,7,20.03,105222.92993630574,314,1567.648527209186,2018-02-06,6,2,2,2018
1493,313,5880000,103,0,8,4.24,57087.3786407767,103,2429.245283018868,2018-02-06,6,2,2,2018
1471,448,16470000,156,0,5,15.92,105576.92307692308,156,979.8994974874372,2018-02-06,6,2,2,2018
1471,304,6750000,45,0,1,30.61,150000.0,45,147.0107807905913,2018-02-06,6,2,2,2018
1502,529,1680000,17,0,3,11.72,98823.5294117647,17,145.05119453924914,2018-02-06,6,2,2,2018
1482,181,1140000,11,0,2,2.18,103636.36363636365,11,504.5871559633027,2018-02-06,6,2,2,2018
1502,448,2160000,20,0,2,5.26,108000.0,20,380.22813688212926,2018-02-06,6,2,2,2018
1502,352,2560000,32,0,6,5.13,80000.0,32,623.7816764132555,2018-02-06,6,2,2,2018
1483,518,11880000,146,0,7,12.41,81369.86301369863,146,1176.470588235294,2018-02-06,6,2,2,2018
1485,142,1700000,19,4,4,13.57,89473.68421052632,15,140.0147383935151,2018-02-06,6,2,2,2018
1485,277,720000,9,0,1,2.47,80000.0,9,364.3724696356275,2018-02-06,6,2,2,2018
1485,415,700000,10,0,1,2.98,70000.0,10,335.5704697986577,2018-02-06,6,2,2,2018
1485,168,640000,8,0,2,5.13,80000.0,8,155.94541910331387,2018-02-06,6,2,2,2018
1483,452,4800000,60,0,2,22.64,80000.0,60,265.0176678445229,2018-02-06,6,2,2,2018
1483,163,4680000,59,0,3,23.69,79322.03389830509,59,249.05023216547067,2018-02-06,6,2,2,2018
1483,170,4660000,79,0,12,1.3,58987.3417721519,79,6076.923076923076,2018-02-06,6,2,2,2018
1485,196,640000,16,0,1,26.67,40000.0,16,59.99250093738282,2018-02-06,6,2,2,2018
1483,51,4300000,44,0,2,3.79,97727.27272727272,44,1160.9498680738786,2018-02-06,6,2,2,2018
1483,238,4200000,81,0,5,7.86,51851.851851851854,81,1030.534351145038,2018-02-06,6,2,2,2018
1493,163,38040000,317,0,6,12.93,120000.0,317,2451.662799690642,2018-02-06,6,2,2,2018
1485,453,780000,13,0,2,26.0,60000.0,13,50.0,2018-02-06,6,2,2,2018
1493,304,65020000,547,0,15,15.91,118866.54478976234,547,3438.08925204274,2018-02-06,6,2,2,2018
1496,429,6200000,95,0,4,13.12,65263.15789473684,95,724.0853658536586,2018-02-06,6,2,2,2018
1502,489,3360000,42,0,3,33.33,80000.0,42,126.01260126012602,2018-02-06,6,2,2,2018
1502,52,2800000,56,0,7,1.42,50000.0,56,3943.661971830986,2018-02-06,6,2,2,2018
1502,450,2460000,29,0,4,6.39,84827.58620689655,29,453.8341158059469,2018-02-06,6,2,2,2018
1492,191,800000,16,0,3,1.01,50000.0,16,1584.1584158415842,2018-02-06,6,2,2,2018
1471,344,1120000,14,0,1,46.67,80000.0,14,29.99785729590744,2018-02-06,6,2,2,2018
1493,431,6560000,96,3,10,10.75,68333.33333333333,93,893.0232558139535,2018-02-06,6,2,2,2018
1496,222,480000,6,0,2,2.94,80000.0,6,204.08163265306123,2018-02-06,6,2,2,2018
1496,266,600000,4,0,3,0.85,150000.0,4,470.5882352941177,2018-02-06,6,2,2,2018
1496,491,630000,7,0,1,0.88,90000.0,7,795.4545454545454,2018-02-06,6,2,2,2018
1496,536,780000,13,0,1,13.0,60000.0,13,100.0,2018-02-06,6,2,2,2018
1496,155,840000,11,0,1,11.46,76363.63636363637,11,95.98603839441536,2018-02-06,6,2,2,2018
1496,456,960000,24,0,2,12.31,40000.0,24,194.9634443541836,2018-02-06,6,2,2,2018
1496,532,1190000,17,0,2,2.84,70000.0,17,598.5915492957747,2018-02-06,6,2,2,2018
1496,486,1225000,31,0,1,11.07,39516.12903225807,31,280.03613369467024,2018-02-06,6,2,2,2018
1496,172,1280000,28,0,2,15.56,45714.28571428572,28,179.94858611825194,2018-02-06,6,2,2,2018
1496,88,1550000,27,0,4,6.11,57407.40740740741,27,441.89852700491,2018-02-06,6,2,2,2018
1496,198,1610000,46,0,3,8.91,35000.0,46,516.2738496071829,2018-02-06,6,2,2,2018
1496,380,1780000,22,0,2,15.71,80909.09090909091,22,140.03819223424568,2018-02-06,6,2,2,2018
1496,529,2040000,17,0,2,17.0,120000.0,17,100.0,2018-02-06,6,2,2,2018
1496,528,2280000,19,0,2,20.21,120000.0,19,94.01286491835724,2018-02-06,6,2,2,2018
1496,169,3100000,31,0,2,14.98,100000.0,31,206.94259012016025,2018-02-06,6,2,2,2018
1496,89,3220000,35,0,4,10.94,92000.0,35,319.926873857404,2018-02-06,6,2,2,2018
1496,72,3420000,36,0,3,11.88,95000.0,36,303.030303030303,2018-02-06,6,2,2,2018
1496,503,360000,9,0,2,9.09,40000.0,9,99.009900990099,2018-02-06,6,2,2,2018
1493,175,4200000,70,0,6,2.46,60000.0,70,2845.528455284553,2018-02-06,6,2,2,2018
